symptoms,label
"chest tightness, wheezing, coughing, shortness of breath",Asthma
"sweats, chills, nausea, high fever",Malaria
"headache, nausea, chills, high fever",Malaria
"shortness of breath, fatigue",COVID-19
"headache, rash, high fever, joint pain",Dengue
"runny nose, facial pain, headache",Sinusitis
"mild headache, runny nose, sneezing",Common Cold
"sore throat, muscle pain, chills",Flu
"headache, light sensitivity, dizziness, vomiting, nausea",Migraine
"fever, abdominal pain, diarrhea",Gastroenteritis
"headache, facial pain, runny nose",Sinusitis
"fatigue, shortness of breath, loss of taste",COVID-19
"headache, dizziness, nausea, light sensitivity",Migraine
"headache, stiff neck, high fever, sensitivity to light",Meningitis
"weight loss, chest pain, night sweats",Tuberculosis
"stiff neck, high fever, sensitivity to light, headache",Meningitis
"cough, chest pain, fever",Pneumonia
"stiff neck, sensitivity to light, headache, high fever",Meningitis
"fatigue, chest discomfort",Bronchitis
"loss of appetite, fatigue",Chickenpox
"loss of taste, high fever",COVID-19
"vomiting, abdominal pain, diarrhea, fever",Gastroenteritis
"sore throat, runny nose, mild headache",Common Cold
"vomiting, light sensitivity, nausea, dizziness",Migraine
"fatigue, shortness of breath",COVID-19
"fatigue, cough, muscle pain",Flu
"facial pain, nasal congestion, runny nose",Sinusitis
"nasal congestion, sneezing, itchy eyes",Allergic Rhinitis
"shortness of breath, fatigue, high fever",COVID-19
"light sensitivity, dizziness",Migraine
"joint pain, muscle pain, high fever",Dengue
"fever, cough",Pneumonia
"night sweats, chest pain, weight loss",Tuberculosis
"light sensitivity, vomiting, nausea",Migraine
"facial pain, nasal congestion",Sinusitis
"facial pain, runny nose, headache, nasal congestion",Sinusitis
"fatigue, persistent cough with mucus, chest discomfort",Bronchitis
"fever, loss of appetite, fatigue, rash",Chickenpox
"rash, fever, fatigue, loss of appetite",Chickenpox
"sore throat, sneezing, mild headache, runny nose",Common Cold
"fever, loss of appetite",Chickenpox
"fever, fatigue, rash",Chickenpox
"nasal congestion, facial pain, headache",Sinusitis
"nausea, vomiting",Gastroenteritis
"nausea, abdominal pain, fever, vomiting",Gastroenteritis
"nasal congestion, runny nose",Allergic Rhinitis
"loss of appetite, fatigue, rash, fever",Chickenpox
"shortness of breath, coughing",Asthma
"abdominal pain, nausea, vomiting",Gastroenteritis
"fatigue, persistent cough with mucus, chest discomfort",Bronchitis
"sweats, nausea, chills, high fever",Malaria
"chills, fever",Flu
"persistent cough, chest pain, night sweats",Tuberculosis
"chills, fatigue, cough, muscle pain, fever",Flu
"joint pain, muscle pain, high fever, rash",Dengue
"wheezing, chest tightness, coughing",Asthma
"persistent cough with mucus, fatigue",Bronchitis
"fever, chest pain, shortness of breath",Pneumonia
"facial pain, runny nose, headache",Sinusitis
"abdominal pain, nausea, fever",Gastroenteritis
"fatigue, loss of appetite, fever, rash",Chickenpox
"runny nose, sneezing, nasal congestion",Allergic Rhinitis
"chest discomfort, persistent cough with mucus, fatigue",Bronchitis
"headache, light sensitivity, vomiting, dizziness, nausea",Migraine
"persistent cough with mucus, chest discomfort, fatigue",Bronchitis
"dry cough, high fever, fatigue, loss of taste",COVID-19
"rash, joint pain, headache, muscle pain",Dengue
"fever, vomiting",Gastroenteritis
"shortness of breath, loss of taste, fatigue, dry cough",COVID-19
"dizziness, vomiting, headache",Migraine
"fatigue, loss of appetite, fever",Chickenpox
"loss of appetite, fatigue, fever",Chickenpox
"itchy eyes, sneezing, nasal congestion",Allergic Rhinitis
"nausea, dizziness, headache, vomiting",Migraine
"chills, sweats, high fever, nausea",Malaria
"fever, cough, shortness of breath",Pneumonia
"shortness of breath, fatigue",COVID-19
"sore throat, mild headache, sneezing, runny nose",Common Cold
"shortness of breath, fever, chest pain, cough",Pneumonia
"shortness of breath, wheezing, coughing",Asthma
"muscle pain, sore throat",Flu
"high fever, dry cough",COVID-19
"runny nose, sore throat, sneezing",Common Cold
"abdominal pain, nausea, diarrhea, fever, vomiting",Gastroenteritis
"high fever, loss of taste, dry cough, shortness of breath",COVID-19
"headache, sweats",Malaria
"vomiting, light sensitivity",Migraine
"rash, fever, loss of appetite",Chickenpox
"runny nose, nasal congestion",Allergic Rhinitis
"fever, abdominal pain, vomiting, nausea, diarrhea",Gastroenteritis
"fever, cough, chest pain, shortness of breath",Pneumonia
"joint pain, headache, high fever",Dengue
"headache, high fever",Dengue
"vomiting, headache",Migraine
"runny nose, itchy eyes, nasal congestion, sneezing",Allergic Rhinitis
"cough, chest pain",Pneumonia
"nasal congestion, headache, facial pain, runny nose",Sinusitis
"sneezing, itchy eyes, runny nose, nasal congestion",Allergic Rhinitis
"rash, fever",Chickenpox
"chest discomfort, persistent cough with mucus",Bronchitis
"sneezing, sore throat",Common Cold
"fatigue, dry cough",COVID-19
"diarrhea, fever",Gastroenteritis
"shortness of breath, cough, fever",Pneumonia
"chest pain, cough, shortness of breath",Pneumonia
"fever, vomiting",Gastroenteritis
"vomiting, headache",Migraine
"sore throat, muscle pain, chills, fatigue, fever",Flu
"mild headache, runny nose",Common Cold
"chest pain, persistent cough, night sweats",Tuberculosis
"fatigue, loss of appetite, rash",Chickenpox
"cough, chest pain, fever",Pneumonia
"fatigue, chest discomfort",Bronchitis
"persistent cough, weight loss, night sweats, chest pain",Tuberculosis
"headache, muscle pain, high fever",Dengue
"headache, dizziness, vomiting, nausea",Migraine
"vomiting, headache, dizziness",Migraine
"fever, chest pain, shortness of breath, cough",Pneumonia
"muscle pain, joint pain, headache, rash",Dengue
"fever, cough, shortness of breath, chest pain",Pneumonia
"persistent cough with mucus, chest discomfort, fatigue",Bronchitis
"sweats, chills, high fever",Malaria
"fever, diarrhea, abdominal pain",Gastroenteritis
"night sweats, chest pain, weight loss, persistent cough",Tuberculosis
"sore throat, mild headache, sneezing",Common Cold
"high fever, sensitivity to light, stiff neck, headache",Meningitis
"dizziness, headache, nausea",Migraine
"joint pain, headache",Dengue
"chills, sore throat, fever",Flu
"sneezing, itchy eyes, nasal congestion, runny nose",Allergic Rhinitis
"night sweats, persistent cough, chest pain",Tuberculosis
"facial pain, nasal congestion, headache, runny nose",Sinusitis
"headache, sweats, high fever, chills",Malaria
"fatigue, dry cough",COVID-19
"sensitivity to light, high fever, headache, stiff neck",Meningitis
"fatigue, shortness of breath",COVID-19
"fatigue, chest discomfort",Bronchitis
"nasal congestion, runny nose, itchy eyes",Allergic Rhinitis
"joint pain, muscle pain, high fever",Dengue
"shortness of breath, fever",Pneumonia
"muscle pain, cough, sore throat",Flu
"joint pain, rash, high fever, muscle pain, headache",Dengue
"dry cough, high fever, shortness of breath, loss of taste",COVID-19
"joint pain, headache, rash, muscle pain",Dengue
"headache, runny nose, nasal congestion, facial pain",Sinusitis
"runny nose, itchy eyes",Allergic Rhinitis
"headache, high fever, nausea, sweats",Malaria
"runny nose, facial pain, headache",Sinusitis
"sneezing, runny nose, itchy eyes, nasal congestion",Allergic Rhinitis
"fatigue, sore throat, fever",Flu
"night sweats, chest pain, weight loss",Tuberculosis
"headache, facial pain, nasal congestion",Sinusitis
"muscle pain, fever, sore throat, chills",Flu
"nausea, chills, headache",Malaria
"vomiting, headache",Migraine
"chest pain, persistent cough",Tuberculosis
"fatigue, rash",Chickenpox
"nausea, sweats, chills, high fever",Malaria
"abdominal pain, fever, nausea, diarrhea, vomiting",Gastroenteritis
"headache, rash, high fever, joint pain, muscle pain",Dengue
"vomiting, headache, dizziness, light sensitivity",Migraine
"fatigue, high fever, shortness of breath, dry cough, loss of taste",COVID-19
"shortness of breath, fever, chest pain",Pneumonia
"headache, vomiting, nausea, light sensitivity",Migraine
"chills, sweats, high fever",Malaria
"abdominal pain, fever, nausea, vomiting",Gastroenteritis
"night sweats, persistent cough, chest pain, weight loss",Tuberculosis
"runny nose, sneezing, mild headache, sore throat",Common Cold
"loss of appetite, rash, fatigue",Chickenpox
"chest tightness, wheezing",Asthma
"fever, shortness of breath",Pneumonia
"sensitivity to light, headache, stiff neck",Meningitis
"shortness of breath, fever, chest pain",Pneumonia
"muscle pain, headache, high fever, joint pain, rash",Dengue
"fever, cough",Pneumonia
"chills, high fever, headache, nausea",Malaria
"nausea, chills, high fever, headache, sweats",Malaria
"sensitivity to light, stiff neck, high fever",Meningitis
"fatigue, chest discomfort",Bronchitis
"nasal congestion, runny nose, facial pain, headache",Sinusitis
"sensitivity to light, headache",Meningitis
"loss of appetite, fever, fatigue",Chickenpox
"diarrhea, fever, vomiting",Gastroenteritis
"runny nose, facial pain, headache",Sinusitis
"chest discomfort, persistent cough with mucus",Bronchitis
"nasal congestion, runny nose, sneezing",Allergic Rhinitis
"muscle pain, rash",Dengue
"shortness of breath, wheezing",Asthma
"muscle pain, headache, joint pain, high fever",Dengue
"shortness of breath, chest tightness",Asthma
"persistent cough with mucus, fatigue",Bronchitis
"coughing, wheezing, shortness of breath, chest tightness",Asthma
"rash, fatigue, fever, loss of appetite",Chickenpox
"sneezing, mild headache, sore throat",Common Cold
"fatigue, loss of appetite, fever, rash",Chickenpox
"muscle pain, rash",Dengue
"shortness of breath, coughing, wheezing",Asthma
"vomiting, nausea, light sensitivity, headache",Migraine
"cough, shortness of breath, chest pain",Pneumonia
"persistent cough, night sweats, chest pain",Tuberculosis
"nausea, diarrhea",Gastroenteritis
"runny nose, nasal congestion, itchy eyes, sneezing",Allergic Rhinitis
"muscle pain, high fever",Dengue
"shortness of breath, wheezing, coughing",Asthma
"high fever, shortness of breath, dry cough",COVID-19
"vomiting, diarrhea, fever, abdominal pain",Gastroenteritis
"loss of appetite, fatigue, fever",Chickenpox
"headache, facial pain, runny nose",Sinusitis
"wheezing, chest tightness, coughing",Asthma
"fever, shortness of breath",Pneumonia
"fever, chills, sore throat, muscle pain",Flu
"headache, rash, high fever",Dengue
"sneezing, nasal congestion, runny nose, itchy eyes",Allergic Rhinitis
"vomiting, nausea, headache, dizziness",Migraine
"fatigue, persistent cough with mucus",Bronchitis
"chest discomfort, fatigue",Bronchitis
"diarrhea, fever",Gastroenteritis
"runny nose, headache, facial pain, nasal congestion",Sinusitis
"mild headache, runny nose",Common Cold
"loss of appetite, rash",Chickenpox
"nasal congestion, headache, runny nose, facial pain",Sinusitis
"nausea, dizziness",Migraine
"shortness of breath, coughing",Asthma
"abdominal pain, fever, diarrhea, nausea",Gastroenteritis
"high fever, sensitivity to light, stiff neck",Meningitis
"sweats, nausea",Malaria
"high fever, fatigue, loss of taste, dry cough, shortness of breath",COVID-19
"headache, dizziness, nausea",Migraine
"headache, nausea, dizziness, vomiting, light sensitivity",Migraine
"sweats, high fever, chills, nausea, headache",Malaria
"cough, fever, chest pain",Pneumonia
"chest pain, weight loss, night sweats, persistent cough",Tuberculosis
"fever, fatigue, loss of appetite",Chickenpox
"sensitivity to light, high fever, stiff neck",Meningitis
"headache, muscle pain, rash, high fever",Dengue
"vomiting, nausea, dizziness, headache",Migraine
"stiff neck, headache, sensitivity to light",Meningitis
"headache, light sensitivity, vomiting",Migraine
"sneezing, runny nose, sore throat, mild headache",Common Cold
"high fever, nausea, chills",Malaria
"headache, stiff neck, high fever",Meningitis
"headache, dizziness, light sensitivity, nausea, vomiting",Migraine
"dizziness, headache, nausea, light sensitivity",Migraine
"joint pain, muscle pain, headache, high fever",Dengue
"sweats, chills, headache, high fever, nausea",Malaria
"high fever, muscle pain",Dengue
"fatigue, fever",Flu
"sore throat, chills, muscle pain, fatigue",Flu
"wheezing, chest tightness",Asthma
"nausea, diarrhea, fever, vomiting, abdominal pain",Gastroenteritis
"fever, vomiting, nausea, diarrhea",Gastroenteritis
"persistent cough with mucus, chest discomfort",Bronchitis
"muscle pain, high fever, joint pain, headache, rash",Dengue
"sensitivity to light, headache, high fever",Meningitis
"nausea, headache, chills, high fever",Malaria
"headache, high fever",Meningitis
"persistent cough, chest pain",Tuberculosis
"runny nose, nasal congestion",Allergic Rhinitis
"fatigue, shortness of breath, loss of taste, high fever",COVID-19
"night sweats, chest pain",Tuberculosis
"rash, headache, joint pain, muscle pain",Dengue
"diarrhea, nausea, fever, vomiting, abdominal pain",Gastroenteritis
"coughing, chest tightness, wheezing, shortness of breath",Asthma
"chest pain, night sweats, persistent cough, weight loss",Tuberculosis
"nasal congestion, itchy eyes, runny nose",Allergic Rhinitis
"headache, muscle pain, joint pain",Dengue
"high fever, headache, sensitivity to light, stiff neck",Meningitis
"light sensitivity, nausea",Migraine
"fever, loss of appetite, fatigue, rash",Chickenpox
"high fever, rash",Dengue
"rash, fever, loss of appetite, fatigue",Chickenpox
"facial pain, headache",Sinusitis
"nasal congestion, itchy eyes, runny nose, sneezing",Allergic Rhinitis
"sensitivity to light, headache",Meningitis
"light sensitivity, headache",Migraine
"fatigue, high fever, dry cough, loss of taste",COVID-19
"nausea, fever, vomiting",Gastroenteritis
"dizziness, nausea, headache",Migraine
"mild headache, sneezing, sore throat, runny nose",Common Cold
"diarrhea, fever",Gastroenteritis
"diarrhea, nausea, abdominal pain",Gastroenteritis
"high fever, headache",Malaria
"itchy eyes, nasal congestion, runny nose",Allergic Rhinitis
"fever, cough",Flu
"high fever, sweats, nausea, headache, chills",Malaria
"dry cough, loss of taste, high fever, fatigue",COVID-19
"nasal congestion, facial pain",Sinusitis
"abdominal pain, nausea, vomiting, diarrhea",Gastroenteritis
"rash, fever, fatigue",Chickenpox
"nausea, sweats, headache, chills, high fever",Malaria
"nausea, light sensitivity, vomiting, headache",Migraine
"cough, fever, chills, fatigue",Flu
"high fever, sweats, nausea, headache",Malaria
"chest tightness, shortness of breath, wheezing",Asthma
"vomiting, dizziness",Migraine
"sensitivity to light, high fever",Meningitis
"sweats, headache, chills, high fever, nausea",Malaria
"high fever, shortness of breath",COVID-19
"sore throat, muscle pain, cough, chills",Flu
"rash, muscle pain, high fever, joint pain",Dengue
"runny nose, sneezing",Common Cold
"chest tightness, coughing",Asthma
"persistent cough, night sweats, weight loss",Tuberculosis
